WAV_PATH
common_voice_fr_18696368.wav	76800	16000
common_voice_fr_18073624.wav	130560	16000
common_voice_fr_18048369.wav	116736	16000
common_voice_fr_18666783.wav	63744	16000
common_voice_fr_17654419.wav	89472	16000
common_voice_fr_17801534.wav	96000	16000
common_voice_fr_18576821.wav	84096	16000
common_voice_fr_17818616.wav	44160	16000
common_voice_fr_17757621.wav	121728	16000
common_voice_fr_18253054.wav	65664	16000
common_voice_fr_18853784.wav	67584	16000
common_voice_fr_18645294.wav	86784	16000
common_voice_fr_17767236.wav	48000	16000
common_voice_fr_17782954.wav	85248	16000
common_voice_fr_18482083.wav	93696	16000
common_voice_fr_18405773.wav	77184	16000
common_voice_fr_18855504.wav	58752	16000
common_voice_fr_17470609.wav	38016	16000
common_voice_fr_18075267.wav	91392	16000
common_voice_fr_18143788.wav	61056	16000
common_voice_fr_18258464.wav	102912	16000
common_voice_fr_18473410.wav	69888	16000
common_voice_fr_18711853.wav	59136	16000
common_voice_fr_17898380.wav	52224	16000
common_voice_fr_18143712.wav	57984	16000
common_voice_fr_17736175.wav	140160	16000
common_voice_fr_18795654.wav	67968	16000
common_voice_fr_18436759.wav	44928	16000
common_voice_fr_17337965.wav	27648	16000
common_voice_fr_18240053.wav	43392	16000
common_voice_fr_18272609.wav	56064	16000
common_voice_fr_18168467.wav	54528	16000
common_voice_fr_17755593.wav	66816	16000
common_voice_fr_18633261.wav	74496	16000
common_voice_fr_17664460.wav	34176	16000
common_voice_fr_18934037.wav	92928	16000
common_voice_fr_17689970.wav	90624	16000
common_voice_fr_18263323.wav	54912	16000
common_voice_fr_18699367.wav	59136	16000
common_voice_fr_17889565.wav	62208	16000
common_voice_fr_17928284.wav	70656	16000
common_voice_fr_18534457.wav	67968	16000
common_voice_fr_18857748.wav	84096	16000
common_voice_fr_18719396.wav	70656	16000
common_voice_fr_18576480.wav	54144	16000
common_voice_fr_18169222.wav	71424	16000
common_voice_fr_17452058.wav	49536	16000
common_voice_fr_17340352.wav	37632	16000
common_voice_fr_17352298.wav	34944	16000
common_voice_fr_17930599.wav	64128	16000
common_voice_fr_18539636.wav	52608	16000
common_voice_fr_17747150.wav	54912	16000
common_voice_fr_18014517.wav	63360	16000
common_voice_fr_17764841.wav	34560	16000
common_voice_fr_18508343.wav	31488	16000
common_voice_fr_18192734.wav	67584	16000
common_voice_fr_18137124.wav	100992	16000
common_voice_fr_18470171.wav	94464	16000
common_voice_fr_17747518.wav	102144	16000
common_voice_fr_17437668.wav	55680	16000
common_voice_fr_18058575.wav	48384	16000
common_voice_fr_17487667.wav	43008	16000
common_voice_fr_17316995.wav	62976	16000
common_voice_fr_17915457.wav	140160	16000
common_voice_fr_18230713.wav	69504	16000
common_voice_fr_18324203.wav	62976	16000
common_voice_fr_18050468.wav	94080	16000
common_voice_fr_17718272.wav	39168	16000
common_voice_fr_18474962.wav	52992	16000
common_voice_fr_17923492.wav	74496	16000
common_voice_fr_18412861.wav	67584	16000
common_voice_fr_18725590.wav	59136	16000
common_voice_fr_18481192.wav	49152	16000
common_voice_fr_18081337.wav	101760	16000
common_voice_fr_18803194.wav	92928	16000
common_voice_fr_18718120.wav	81024	16000
common_voice_fr_18052768.wav	64128	16000
common_voice_fr_18812208.wav	122112	16000
common_voice_fr_18004670.wav	32256	16000
common_voice_fr_18056221.wav	84480	16000
common_voice_fr_18705281.wav	67584	16000
common_voice_fr_17332995.wav	36864	16000
common_voice_fr_18703596.wav	68736	16000
common_voice_fr_17962446.wav	99456	16000
common_voice_fr_18233568.wav	86784	16000
common_voice_fr_18053383.wav	63360	16000
common_voice_fr_17342534.wav	77184	16000
common_voice_fr_18719344.wav	63744	16000
common_voice_fr_18905953.wav	94080	16000
common_voice_fr_18148139.wav	68736	16000
common_voice_fr_17618768.wav	33024	16000
common_voice_fr_18115306.wav	57600	16000
common_voice_fr_17437468.wav	43008	16000
common_voice_fr_18694015.wav	69504	16000
common_voice_fr_18058528.wav	58368	16000
common_voice_fr_18056587.wav	46080	16000
common_voice_fr_17696061.wav	64896	16000
common_voice_fr_18228744.wav	50304	16000
common_voice_fr_18290498.wav	168192	16000
common_voice_fr_17674076.wav	106752	16000
common_voice_fr_18511689.wav	66432	16000
common_voice_fr_18475243.wav	45696	16000
common_voice_fr_18888628.wav	46464	16000
common_voice_fr_18157101.wav	82176	16000
common_voice_fr_18644042.wav	102528	16000
common_voice_fr_17749203.wav	116352	16000
common_voice_fr_18068908.wav	153216	16000
common_voice_fr_18067585.wav	64512	16000
common_voice_fr_18727681.wav	92544	16000
common_voice_fr_17326118.wav	50304	16000
common_voice_fr_17829125.wav	61824	16000
common_voice_fr_18445293.wav	76416	16000
common_voice_fr_17506259.wav	39936	16000
common_voice_fr_18064797.wav	107904	16000
common_voice_fr_18045587.wav	99072	16000
common_voice_fr_17353585.wav	55680	16000
common_voice_fr_18049580.wav	64512	16000
common_voice_fr_18048343.wav	42240	16000
common_voice_fr_17907569.wav	62208	16000
common_voice_fr_18077041.wav	41856	16000
common_voice_fr_17825158.wav	51456	16000
common_voice_fr_18074836.wav	67584	16000
common_voice_fr_18457280.wav	52992	16000
common_voice_fr_18863125.wav	107520	16000
common_voice_fr_18077035.wav	62592	16000
common_voice_fr_18055395.wav	109440	16000
common_voice_fr_18156129.wav	107136	16000
common_voice_fr_17951264.wav	92928	16000
common_voice_fr_17340799.wav	38016	16000
common_voice_fr_18271236.wav	43776	16000
common_voice_fr_18660182.wav	57216	16000
common_voice_fr_17350461.wav	29184	16000
common_voice_fr_17518334.wav	49152	16000
common_voice_fr_18427441.wav	61824	16000
common_voice_fr_17904649.wav	61440	16000
common_voice_fr_18128234.wav	74880	16000
common_voice_fr_18250872.wav	65664	16000
common_voice_fr_18044013.wav	89856	16000
common_voice_fr_18932299.wav	75648	16000
common_voice_fr_18407742.wav	51456	16000
common_voice_fr_18106585.wav	57216	16000
common_voice_fr_18012694.wav	69504	16000
common_voice_fr_18907506.wav	43008	16000
common_voice_fr_18882350.wav	49536	16000
common_voice_fr_18863359.wav	105216	16000
common_voice_fr_17524857.wav	59520	16000
common_voice_fr_17314242.wav	116736	16000
common_voice_fr_18335259.wav	86784	16000
common_voice_fr_17718235.wav	110592	16000
common_voice_fr_17799498.wav	98688	16000
common_voice_fr_18839389.wav	51840	16000
common_voice_fr_18548505.wav	65664	16000
common_voice_fr_17915002.wav	34560	16000
common_voice_fr_18923809.wav	61056	16000
common_voice_fr_18140924.wav	112128	16000
common_voice_fr_18126315.wav	110208	16000
common_voice_fr_18767303.wav	89472	16000
common_voice_fr_18886138.wav	99456	16000
common_voice_fr_18063705.wav	74880	16000
common_voice_fr_17838765.wav	34944	16000
common_voice_fr_17315315.wav	157824	16000
common_voice_fr_18044023.wav	85248	16000
common_voice_fr_18126265.wav	51456	16000
common_voice_fr_18070794.wav	77568	16000
common_voice_fr_18546269.wav	64896	16000
common_voice_fr_18131289.wav	50688	16000
common_voice_fr_17804728.wav	48768	16000
common_voice_fr_18934021.wav	82176	16000
common_voice_fr_17487668.wav	35328	16000
common_voice_fr_18795452.wav	100224	16000
common_voice_fr_17310266.wav	53376	16000
common_voice_fr_18408531.wav	30720	16000
common_voice_fr_18692359.wav	36480	16000
common_voice_fr_18934110.wav	84864	16000
common_voice_fr_18464499.wav	41856	16000
common_voice_fr_17915070.wav	85248	16000
common_voice_fr_17343827.wav	33408	16000
common_voice_fr_18050331.wav	40704	16000
common_voice_fr_18082837.wav	107136	16000
common_voice_fr_17527798.wav	107904	16000
common_voice_fr_18888672.wav	52224	16000
common_voice_fr_17353757.wav	41472	16000
common_voice_fr_18428663.wav	42624	16000
common_voice_fr_18399638.wav	71424	16000
common_voice_fr_17911567.wav	64896	16000
common_voice_fr_17490557.wav	45696	16000
common_voice_fr_18051829.wav	99840	16000
common_voice_fr_18062598.wav	89088	16000
common_voice_fr_18655586.wav	48768	16000
common_voice_fr_18076334.wav	82944	16000
common_voice_fr_18126297.wav	84864	16000
common_voice_fr_18209870.wav	44160	16000
common_voice_fr_17531380.wav	50688	16000
common_voice_fr_18658476.wav	105216	16000
common_voice_fr_18019862.wav	69120	16000
common_voice_fr_17911452.wav	45696	16000
common_voice_fr_18146469.wav	54912	16000
common_voice_fr_17422158.wav	49152	16000
common_voice_fr_18899951.wav	48768	16000
common_voice_fr_17926671.wav	45312	16000
common_voice_fr_17321129.wav	76416	16000
common_voice_fr_18012913.wav	27648	16000
common_voice_fr_17893721.wav	92544	16000
common_voice_fr_18263218.wav	101376	16000
common_voice_fr_17848023.wav	38784	16000
common_voice_fr_17362011.wav	29952	16000
common_voice_fr_18508382.wav	62592	16000
common_voice_fr_18934152.wav	59904	16000
common_voice_fr_18475548.wav	33024	16000
common_voice_fr_18073143.wav	65280	16000
common_voice_fr_17511398.wav	75648	16000
common_voice_fr_18475132.wav	62592	16000
common_voice_fr_17929098.wav	66816	16000
common_voice_fr_17353606.wav	39552	16000
common_voice_fr_17750386.wav	69888	16000
common_voice_fr_17791647.wav	44160	16000
common_voice_fr_18612574.wav	56448	16000
common_voice_fr_18052785.wav	34944	16000
common_voice_fr_17746025.wav	137856	16000
common_voice_fr_18933859.wav	84096	16000
common_voice_fr_18373817.wav	103296	16000
common_voice_fr_18197764.wav	91776	16000
common_voice_fr_17406562.wav	41088	16000
common_voice_fr_17417172.wav	28416	16000
common_voice_fr_17846930.wav	57216	16000
common_voice_fr_17402386.wav	53760	16000
common_voice_fr_17311363.wav	49152	16000
common_voice_fr_17427020.wav	53760	16000
common_voice_fr_17861564.wav	29184	16000
common_voice_fr_18294409.wav	62976	16000
common_voice_fr_17319603.wav	78336	16000
common_voice_fr_18873011.wav	53760	16000
common_voice_fr_17897587.wav	108288	16000
common_voice_fr_18820012.wav	60672	16000
common_voice_fr_18162009.wav	74496	16000
common_voice_fr_18115709.wav	77184	16000
common_voice_fr_18049153.wav	51072	16000
common_voice_fr_17800669.wav	39168	16000
common_voice_fr_17710893.wav	69504	16000
common_voice_fr_17309311.wav	31104	16000
common_voice_fr_18084769.wav	51072	16000
common_voice_fr_18933777.wav	72576	16000
common_voice_fr_18076188.wav	85248	16000
common_voice_fr_18449050.wav	54144	16000
common_voice_fr_18224355.wav	68736	16000
common_voice_fr_18534984.wav	77184	16000
common_voice_fr_18863375.wav	124032	16000
common_voice_fr_17349708.wav	49536	16000
common_voice_fr_17367316.wav	35712	16000
common_voice_fr_17898218.wav	56448	16000
common_voice_fr_17530151.wav	52992	16000
common_voice_fr_17766656.wav	43776	16000
common_voice_fr_18484646.wav	76032	16000
common_voice_fr_18583713.wav	52224	16000
common_voice_fr_18488347.wav	90624	16000
common_voice_fr_17838519.wav	56064	16000
common_voice_fr_17490553.wav	34176	16000
common_voice_fr_18114050.wav	41856	16000
common_voice_fr_18054130.wav	84096	16000
common_voice_fr_17782787.wav	61824	16000
common_voice_fr_18053596.wav	77952	16000
common_voice_fr_18802842.wav	93696	16000
common_voice_fr_17678372.wav	107136	16000
common_voice_fr_18202313.wav	54528	16000
common_voice_fr_17315751.wav	113664	16000
common_voice_fr_18129707.wav	74112	16000
common_voice_fr_18877989.wav	50688	16000
common_voice_fr_17365512.wav	41856	16000
common_voice_fr_18886822.wav	54912	16000
common_voice_fr_18031385.wav	86784	16000
common_voice_fr_18576280.wav	88704	16000
common_voice_fr_18078416.wav	118656	16000
common_voice_fr_18388584.wav	109824	16000
common_voice_fr_17527795.wav	112896	16000
common_voice_fr_17499430.wav	44544	16000
common_voice_fr_18922396.wav	42624	16000
common_voice_fr_18835988.wav	44160	16000
common_voice_fr_17726702.wav	38016	16000
common_voice_fr_18056465.wav	64896	16000
common_voice_fr_18027710.wav	84864	16000
common_voice_fr_18170793.wav	114816	16000
common_voice_fr_17300796.wav	117504	16000
common_voice_fr_17332600.wav	46080	16000
common_voice_fr_17350458.wav	36864	16000
common_voice_fr_18254131.wav	134016	16000
common_voice_fr_18428656.wav	42240	16000
common_voice_fr_18536792.wav	86016	16000
common_voice_fr_18713463.wav	79104	16000
common_voice_fr_18637406.wav	72576	16000
common_voice_fr_18091177.wav	70272	16000
common_voice_fr_18252703.wav	71424	16000
common_voice_fr_18926228.wav	68736	16000
common_voice_fr_18146490.wav	62208	16000
common_voice_fr_17789384.wav	57984	16000
common_voice_fr_18167423.wav	67584	16000
common_voice_fr_17768046.wav	68352	16000
common_voice_fr_18252992.wav	45312	16000
common_voice_fr_17778707.wav	53760	16000
common_voice_fr_17340729.wav	48384	16000
common_voice_fr_18353551.wav	72576	16000
common_voice_fr_17781367.wav	51072	16000
common_voice_fr_17810218.wav	66816	16000
common_voice_fr_18062698.wav	50688	16000
common_voice_fr_18933504.wav	108672	16000
common_voice_fr_18595763.wav	77184	16000
common_voice_fr_18146014.wav	72960	16000
common_voice_fr_17318351.wav	96384	16000
common_voice_fr_18456449.wav	48000	16000
common_voice_fr_17836694.wav	91008	16000
common_voice_fr_18290668.wav	85248	16000
common_voice_fr_18000487.wav	66048	16000
common_voice_fr_18539719.wav	67968	16000
common_voice_fr_18655584.wav	45696	16000
common_voice_fr_17322270.wav	35328	16000
common_voice_fr_18693662.wav	49920	16000
common_voice_fr_17437434.wav	31104	16000
common_voice_fr_18046742.wav	56064	16000
common_voice_fr_18274955.wav	82176	16000
common_voice_fr_17790306.wav	102144	16000
common_voice_fr_18448952.wav	65664	16000
common_voice_fr_18720073.wav	79104	16000
common_voice_fr_17361361.wav	45696	16000
common_voice_fr_18588206.wav	57216	16000
common_voice_fr_17930394.wav	20736	16000
common_voice_fr_17930034.wav	74496	16000
common_voice_fr_17332246.wav	30720	16000
common_voice_fr_17871222.wav	122496	16000
common_voice_fr_18510624.wav	57216	16000
common_voice_fr_17344702.wav	40320	16000
common_voice_fr_17363794.wav	47616	16000
common_voice_fr_18097167.wav	89088	16000
common_voice_fr_17766606.wav	31488	16000
common_voice_fr_18075785.wav	137856	16000
common_voice_fr_17750502.wav	75648	16000
common_voice_fr_17747539.wav	94464	16000
common_voice_fr_18140895.wav	55296	16000
common_voice_fr_17328314.wav	53760	16000
common_voice_fr_17428094.wav	35712	16000
common_voice_fr_18876499.wav	66432	16000
common_voice_fr_18100606.wav	43776	16000
common_voice_fr_18892991.wav	50304	16000
common_voice_fr_17809105.wav	24576	16000
common_voice_fr_18831068.wav	124416	16000
common_voice_fr_18069136.wav	42240	16000
